account;category;currency;amount;ref_currency_amount;type;payment_type;payment_type_local;note;date;gps_latitude;gps_longitude;gps_accuracy_in_meters;warranty_in_month;transfer;payee;labels;envelope_id;custom_category
Cash;Restaurant, fast-food;BGN;-25.00;-25.00;Expenses;DEBIT_CARD;Debit card;Галакси ресторант;2022-04-03 19:31:59;;;;0;false;;;1001;false
Revolut;Restaurant, fast-food;BGN;5.00;5.00;Income;DEBIT_CARD;Debit card;Галакси Ресторант;2022-04-03 19:00:00;;;;0;false;;;1001;false
Cash;Restaurant, fast-food;BGN;-15.00;-15.00;Expenses;DEBIT_CARD;Debit card;Гюрлата;2022-04-03 14:00:59;;;;0;false;;;1001;false
Revolut;Vape;BGN;-58.86;-58.86;Expenses;DEBIT_CARD;Debit card;Течности;2022-04-02 18:30:00;;;;0;false;;;6011;true
Revolut;Software, apps, games;BGN;-13.85;-13.85;Expenses;DEBIT_CARD;Debit card;Spotify;2022-04-02 12:00:15;;;;0;false;;;7003;false
Cash;Services;BGN;-112.00;-112.00;Expenses;CASH;Cash;Входни такси (Анна Феликсова) Март, Април + Депозит;2022-04-02 12:00:00;;;;0;false;;;3003;false
Cash;Energy, utilities;BGN;-167.00;-167.00;Expenses;TRANSFER;Bank transfer;Ток;2022-04-02 12:00:00;;;;0;false;;;3002;false
Revolut;Software, apps, games;BGN;-38.99;-38.99;Expenses;DEBIT_CARD;Debit card;Wallet premium lifetime;2022-04-02 02:06:27;;;;0;false;;;7003;false
Revolut;Groceries;BGN;-29.57;-29.57;Expenses;DEBIT_CARD;Debit card;;2022-04-01 12:00:09;;;;0;false;;;1000;false
Raiffeisenbank;Restaurant, fast-food;BGN;-39.95;-39.95;Expenses;DEBIT_CARD;Debit card;Амичи;2022-03-31 21:00:26;;;;0;false;;;1001;false
Cash;Restaurant, fast-food;BGN;-15.00;-15.00;Expenses;DEBIT_CARD;Debit card;Закуски;2022-03-31 12:00:52;;;;0;false;;;1001;false
Raiffeisenbank;Charges, Fees;BGN;-3.50;-3.50;Expenses;DEBIT_CARD;Debit card;Поддръжка на сметка;2022-03-31 12:00:00;;;;0;false;;;8005;false
Revolut;Restaurant, fast-food;BGN;-26.35;-26.35;Expenses;DEBIT_CARD;Debit card;Амичи;2022-03-30 21:30:37;;;;0;false;;;1001;false
Cash;Restaurant, fast-food;BGN;-25.00;-25.00;Expenses;DEBIT_CARD;Debit card;Амичи;2022-03-29 15:32:17;;;;0;false;;;1001;false
Raiffeisenbank;Fuel;BGN;-182.33;-182.33;Expenses;DEBIT_CARD;Debit card;;2022-03-29 13:00:29;;;;0;false;;;5000;false
Raiffeisenbank;Groceries;BGN;-61.64;-61.64;Expenses;CASH;Cash;;2022-03-27 18:00:47;;;;0;false;;;1000;false
Cash;Restaurant, fast-food;BGN;-25.00;-25.00;Expenses;DEBIT_CARD;Debit card;Галакси ресторант;2022-03-27 16:00:01;;;;0;false;;;1001;false
Revolut;Groceries;BGN;-13.76;-13.76;Expenses;DEBIT_CARD;Debit card;;2022-03-27 13:00:42;;;;0;false;;;1000;false
Raiffeisenbank;Kids;BGN;-94.84;-94.84;Expenses;CASH;Cash;Памперси;2022-03-26 15:30:22;;;;0;false;;;2003;false
Revolut;Restaurant, fast-food;BGN;-19.54;-19.54;Expenses;DEBIT_CARD;Debit card;Табла;2022-03-26 14:00:27;;;;0;false;;;1001;false
Cash;Bar, cafe;BGN;-15.00;-15.00;Expenses;DEBIT_CARD;Debit card;Хоризонт;2022-03-26 11:00:41;;;;0;false;;;1002;false
Revolut;Restaurant, fast-food;BGN;-5.07;-5.07;Expenses;DEBIT_CARD;Debit card;;2022-03-26 11:00:19;;;;0;false;;;1001;false
Revolut;Restaurant, fast-food;BGN;15.00;15.00;Income;DEBIT_CARD;Debit card;Пицария;2022-03-24 22:03:24;;;;0;false;;;1001;false
Cash;Missing;BGN;-35.00;-35.00;Expenses;DEBIT_CARD;Debit card;;2022-03-24 22:02:06;;;;0;false;;;11001;false
Revolut;GF;BGN;-32.98;-32.98;Expenses;DEBIT_CARD;Debit card;Пробиотик, спрей за нос зим;2022-03-24 20:00:58;;;;0;false;;;2007;true
Cash;GF;BGN;-5.00;-5.00;Expenses;CASH;Cash;Роза;2022-03-24 20:00:36;;;;0;false;;;2007;true
Revolut;Groceries;BGN;-3.17;-3.17;Expenses;DEBIT_CARD;Debit card;;2022-03-24 20:00:35;;;;0;false;;;1000;false
Raiffeisenbank;Charges, Fees;BGN;-1.30;-1.30;Expenses;DEBIT_CARD;Debit card;Такса друг банкомат;2022-03-24 12:00:46;;;;0;false;;;8005;false
Cash;TRANSFER;BGN;400.00;400.00;Income;CASH;Cash;;2022-03-24 12:00:29;;;;0;true;;;20001;false
Raiffeisenbank;TRANSFER;BGN;-400.00;-400.00;Expenses;CASH;Cash;;2022-03-24 12:00:29;;;;0;true;;;20001;false
Cash;Bar, cafe;BGN;-40.00;-40.00;Expenses;CASH;Cash;Пицария;2022-03-24 12:00:03;;;;0;false;;;1002;false
Cash;Energy, utilities;BGN;-210.00;-210.00;Expenses;TRANSFER;Bank transfer;Ток;2022-03-24 12:00:00;;;;0;false;;;3002;false
Revolut;Restaurant, fast-food;BGN;-33.56;-33.56;Expenses;DEBIT_CARD;Debit card;Happy;2022-03-23 21:30:10;;;;0;false;;;1001;false
Raiffeisenbank;TRANSFER;BGN;-300.00;-300.00;Expenses;CASH;Cash;;2022-03-23 21:00:27;;;;0;true;;;20001;false
Revolut;TRANSFER;BGN;300.00;300.00;Income;CASH;Cash;;2022-03-23 21:00:27;;;;0;true;;;20001;false
Cash;Missing;BGN;-14.00;-14.00;Expenses;CASH;Cash;;2022-03-23 19:10:59;;;;0;false;;;11001;false
Raiffeisenbank;Shopping;BGN;-549.00;-549.00;Expenses;CASH;Cash;Ергономичен офис стол ChairPro 1000 H;2022-03-23 15:00:52;;;;0;false;;;2010;false
Revolut;Restaurant, fast-food;BGN;-19.04;-19.04;Expenses;DEBIT_CARD;Debit card;Амичи;2022-03-23 11:00:36;;;;0;false;;;1001;false
Raiffeisenbank;Internet;BGN;-57.22;-57.22;Expenses;TRANSFER;Bank transfer;А1;2022-03-21 12:00:00;;;;0;false;;;7002;false
Revolut;Vape;BGN;-9.46;-9.46;Expenses;DEBIT_CARD;Debit card;Vape bottles;2022-03-20 23:00:07;;;;0;false;;;6011;true
Revolut;Vape;BGN;-9.67;-9.67;Expenses;DEBIT_CARD;Debit card;Vape bottles;2022-03-20 23:00:07;;;;0;false;;;6011;true
Revolut;Restaurant, fast-food;BGN;-23.00;-23.00;Expenses;DEBIT_CARD;Debit card;Domino's;2022-03-20 20:00:51;;;;0;false;;;1001;false
Revolut;Groceries;BGN;-7.78;-7.78;Expenses;DEBIT_CARD;Debit card;;2022-03-20 20:00:41;;;;0;false;;;1000;false
Revolut;GF;BGN;-4.99;-4.99;Expenses;DEBIT_CARD;Debit card;Подплънки за кърмачки;2022-03-20 16:30:45;;;;0;false;;;2007;true
Revolut;Kids;BGN;-12.99;-12.99;Expenses;DEBIT_CARD;Debit card;Грейка;2022-03-20 16:30:18;;;;0;false;;;2003;false
Raiffeisenbank;Groceries;BGN;-106.01;-106.01;Expenses;CASH;Cash;;2022-03-20 16:30:17;;;;0;false;;;1000;false
Cash;Restaurant, fast-food;BGN;-20.00;-20.00;Expenses;CASH;Cash;Сладкарница;2022-03-20 14:00:15;;;;0;false;;;1001;false
Revolut;Groceries;BGN;-8.44;-8.44;Expenses;DEBIT_CARD;Debit card;;2022-03-20 11:30:32;;;;0;false;;;1000;false
Revolut;Restaurant, fast-food;BGN;-42.00;-42.00;Expenses;DEBIT_CARD;Debit card;Хепи;2022-03-19 22:00:25;;;;0;false;;;1001;false
Cash;Parking;BGN;-6.00;-6.00;Expenses;CASH;Cash;Паркинг морска гара;2022-03-19 22:00:10;;;;0;false;;;5001;false
Cash;Vehicle;BGN;-15.00;-15.00;Expenses;CASH;Cash;Автомивка;2022-03-19 18:00:38;;;;0;false;;;5004;false
Cash;Vehicle maintenance;BGN;-120.00;-120.00;Expenses;CASH;Cash;Ремонт на шофьорското стъкло - не се вдигаше;2022-03-19 14:00:04;;;;0;false;;;5002;false
Revolut;Groceries;BGN;-19.22;-19.22;Expenses;DEBIT_CARD;Debit card;;2022-03-19 13:00:57;;;;0;false;;;1000;false
Cash;Restaurant, fast-food;BGN;-30.00;-30.00;Expenses;CASH;Cash;Domino's;2022-03-17 19:00:29;;;;0;false;;;1001;false
Cash;TRANSFER;BGN;-100.00;-100.00;Expenses;CASH;Cash;;2022-03-17 11:00:00;;;;0;true;;;20001;false
Revolut;TRANSFER;BGN;100.00;100.00;Income;CASH;Cash;;2022-03-17 11:00:00;;;;0;true;;;20001;false
Revolut;Software, apps, games;BGN;-9.99;-9.99;Expenses;DEBIT_CARD;Debit card;Chess.com;2022-03-16 12:00:00;;;;0;false;;;7003;false
Revolut;Groceries;BGN;-13.64;-13.64;Expenses;DEBIT_CARD;Debit card;;2022-03-15 21:00:57;;;;0;false;;;1000;false
Revolut;Groceries;BGN;-56.69;-56.69;Expenses;DEBIT_CARD;Debit card;;2022-03-15 20:30:59;;;;0;false;;;1000;false
Cash;Missing;BGN;-20.00;-20.00;Expenses;CASH;Cash;;2022-03-14 12:00:51;;;;0;false;;;11001;false
Cash;Services;BGN;-15.00;-15.00;Expenses;CASH;Cash;Входни такси;2022-03-14 12:00:00;;;;0;false;;;3003;false
Revolut;Groceries;BGN;-59.71;-59.71;Expenses;DEBIT_CARD;Debit card;;2022-03-13 16:30:18;;;;0;false;;;1000;false
Revolut;Drug-store, chemist;BGN;-11.97;-11.97;Expenses;DEBIT_CARD;Debit card;Аналгин, парацетамол, Панадол;2022-03-13 16:30:08;;;;0;false;;;2011;false
Revolut;Groceries;BGN;-26.67;-26.67;Expenses;DEBIT_CARD;Debit card;;2022-03-13 11:30:48;;;;0;false;;;1000;false
Revolut;Drug-store, chemist;BGN;-22.17;-22.17;Expenses;DEBIT_CARD;Debit card;Лекарства;2022-03-12 16:30:25;;;;0;false;;;2011;false
Revolut;Groceries;BGN;-5.88;-5.88;Expenses;DEBIT_CARD;Debit card;;2022-03-12 16:30:16;;;;0;false;;;1000;false
Revolut;Shopping;BGN;-8.46;-8.46;Expenses;DEBIT_CARD;Debit card;Кик;2022-03-12 16:00:56;;;;0;false;;;2010;false
Revolut;Kids;BGN;-5.98;-5.98;Expenses;DEBIT_CARD;Debit card;Бебешко олио;2022-03-12 16:00:53;;;;0;false;;;2003;false
Revolut;Gifts, joy;BGN;-12.99;-12.99;Expenses;DEBIT_CARD;Debit card;Блузка за Тедко;2022-03-12 16:00:45;;;;0;false;;;2007;false
Revolut;Drug-store, chemist;BGN;-22.58;-22.58;Expenses;DEBIT_CARD;Debit card;Лекарства;2022-03-12 15:30:25;;;;0;false;;;2011;false
Raiffeisenbank;TRANSFER;BGN;-300.00;-300.00;Expenses;DEBIT_CARD;Debit card;;2022-03-12 15:30:14;;;;0;true;;;20001;false
Revolut;TRANSFER;BGN;300.00;300.00;Income;DEBIT_CARD;Debit card;;2022-03-12 15:30:14;;;;0;true;;;20001;false
Cash;Wellness, beauty;BGN;-6.00;-6.00;Expenses;CASH;Cash;Подстрижка;2022-03-12 10:00:27;;;;0;false;;;6001;false
Raiffeisenbank;Shopping;BGN;-48.99;-48.99;Expenses;DEBIT_CARD;Debit card;Ключодържатели - домът е там където сме заедно;2022-03-11 13:00:46;;;;0;false;;;2010;false
Raiffeisenbank;Groceries;BGN;-9.40;-9.40;Expenses;DEBIT_CARD;Debit card;;2022-03-11 13:00:24;;;;0;false;;;1000;false
Raiffeisenbank;Kids;BGN;-40.90;-40.90;Expenses;DEBIT_CARD;Debit card;Бодита 8ми март;2022-03-11 13:00:07;;;;0;false;;;2003;false
Cash;Charity, gifts;BGN;-10.00;-10.00;Expenses;CASH;Cash;Помощ за баба в нужда;2022-03-11 12:00:41;;;;0;false;;;6010;false
Cash;Restaurant, fast-food;BGN;-25.00;-25.00;Expenses;CASH;Cash;Domino's;2022-03-10 20:30:27;;;;0;false;;;1001;false
Revolut;Clothes & shoes;BGN;-74.98;-74.98;Expenses;DEBIT_CARD;Debit card;Два панталона LCW;2022-03-10 20:00:19;;;;0;false;;;2000;false
Raiffeisenbank;Energy, utilities;BGN;-33.65;-33.65;Expenses;TRANSFER;Bank transfer;ВИК;2022-03-10 12:00:00;;;;0;false;;;3002;false
Cash;GF;BGN;-20.00;-20.00;Expenses;CASH;Cash;Боди 8ми март;2022-03-10 10:00:23;;;;0;false;;;2007;true
Revolut;Groceries;BGN;-27.84;-27.84;Expenses;DEBIT_CARD;Debit card;;2022-03-09 22:00:59;;;;0;false;;;1000;false
Cash;Shopping;BGN;-125.00;-125.00;Expenses;CASH;Cash;Снимки;2022-03-09 13:00:56;;;;0;false;;;2010;false
Cash;TRANSFER;BGN;-530.00;-530.00;Expenses;CASH;Cash;Част от таксата за нотариус при покупка на апартамент;2022-03-09 11:00:17;;;;0;true;;;20001;false
Raiffeisenbank;TRANSFER;BGN;530.00;530.00;Income;CASH;Cash;Част от таксата за нотариус при покупка на апартамент;2022-03-09 11:00:17;;;;0;true;;;20001;false
Revolut;Shopping;BGN;-30.50;-30.50;Expenses;DEBIT_CARD;Debit card;Distributor espresso machine;2022-03-09 01:00:38;;;;0;false;;;2010;false
Cash;Bar, cafe;BGN;-15.00;-15.00;Expenses;CASH;Cash;Bar hey;2022-03-08 17:00:01;;;;0;false;;;1002;false
Revolut;Clothes & shoes;BGN;46.78;46.78;Income;DEBIT_CARD;Debit card;Refund factcool;2022-03-08 12:00:22;;;;0;false;;;2000;false
Cash;Taxi;BGN;-20.00;-20.00;Expenses;CASH;Cash;Такси;2022-03-08 11:00:54;;;;0;false;;;4001;false
Cash;TRANSFER;BGN;800.00;800.00;Income;DEBIT_CARD;Debit card;;2022-03-08 10:00:54;;;;0;true;;;20001;false
Raiffeisenbank;TRANSFER;BGN;-800.00;-800.00;Expenses;DEBIT_CARD;Debit card;;2022-03-08 10:00:54;;;;0;true;;;20001;false
Revolut;Groceries;BGN;-14.71;-14.71;Expenses;DEBIT_CARD;Debit card;;2022-03-08 07:00:59;;;;0;false;;;1000;false
Revolut;Groceries;BGN;-6.76;-6.76;Expenses;DEBIT_CARD;Debit card;;2022-03-07 21:00:44;;;;0;false;;;1000;false
Revolut;Groceries;BGN;-7.19;-7.19;Expenses;DEBIT_CARD;Debit card;;2022-03-07 21:00:24;;;;0;false;;;1000;false
Revolut;Gifts, joy;BGN;-52.54;-52.54;Expenses;DEBIT_CARD;Debit card;Подаръци за Ангелина;2022-03-06 19:00:32;;;;0;false;;;2007;false
Revolut;Groceries;BGN;-11.17;-11.17;Expenses;DEBIT_CARD;Debit card;;2022-03-06 19:00:32;;;;0;false;;;1000;false
Revolut;Gifts, joy;BGN;-74.15;-74.15;Expenses;DEBIT_CARD;Debit card;Подаръци за Наско Кредит;2022-03-06 19:00:32;;;;0;false;;;2007;false
Cash;Groceries;BGN;-16.00;-16.00;Expenses;DEBIT_CARD;Debit card;Еклери, тарталети;2022-03-06 14:00:16;;;;0;false;;;1000;false
Revolut;Groceries;BGN;-7.53;-7.53;Expenses;DEBIT_CARD;Debit card;;2022-03-05 23:00:46;;;;0;false;;;1000;false
Raiffeisenbank;TRANSFER;BGN;-300.00;-300.00;Expenses;DEBIT_CARD;Debit card;;2022-03-05 23:00:27;;;;0;true;;;20001;false
Revolut;TRANSFER;BGN;300.00;300.00;Income;DEBIT_CARD;Debit card;;2022-03-05 23:00:27;;;;0;true;;;20001;false
Raiffeisenbank;Shopping;BGN;-49.15;-49.15;Expenses;DEBIT_CARD;Debit card;Джъмбо;2022-03-05 20:00:31;;;;0;false;;;2010;false
Raiffeisenbank;Groceries;BGN;-5.57;-5.57;Expenses;DEBIT_CARD;Debit card;Витамини Елито;2022-03-05 18:00:44;;;;0;false;;;1000;false
Raiffeisenbank;GF;BGN;-25.09;-25.09;Expenses;DEBIT_CARD;Debit card;Витамини Елито;2022-03-05 18:00:44;;;;0;false;;;2007;true
Raiffeisenbank;Groceries;BGN;-40.45;-40.45;Expenses;DEBIT_CARD;Debit card;;2022-03-05 18:00:35;;;;0;false;;;1000;false
Revolut;Vape;BGN;-25.00;-25.00;Expenses;DEBIT_CARD;Debit card;Течност;2022-03-05 15:30:55;;;;0;false;;;6011;true
Revolut;Restaurant, fast-food;BGN;-20.54;-20.54;Expenses;DEBIT_CARD;Debit card;Лечеф;2022-03-05 14:30:46;;;;0;false;;;1001;false
Cash;Rent;BGN;-400.00;-400.00;Expenses;CASH;Cash;Наем;2022-03-05 12:00:00;;;;0;false;;;3000;false
Cash;Active sport, fitness;BGN;-4.00;-4.00;Expenses;CASH;Cash;Плуване такса - басейн Делфини;2022-03-05 10:00:00;;;;0;false;;;6002;false
Revolut;Clothes & shoes;BGN;-29.39;-29.39;Expenses;DEBIT_CARD;Debit card;анцунг LC Waikiki;2022-03-04 12:00:18;;;;0;false;;;2000;false
Cash;Charges, Fees;BGN;-22.00;-22.00;Expenses;DEBIT_CARD;Debit card;Закриване на кредитна карта пощенска банка;2022-03-04 11:30:16;;;;0;false;;;8005;false
Cash;TRANSFER;BGN;400.00;400.00;Income;DEBIT_CARD;Debit card;;2022-03-04 11:30:03;;;;0;true;;;20001;false
Raiffeisenbank;TRANSFER;BGN;-400.00;-400.00;Expenses;DEBIT_CARD;Debit card;;2022-03-04 11:30:03;;;;0;true;;;20001;false
Revolut;Restaurant, fast-food;BGN;-21.97;-21.97;Expenses;DEBIT_CARD;Debit card;Ресторант;2022-03-03 16:30:22;;;;0;false;;;1001;false
Revolut;Restaurant, fast-food;BGN;-4.04;-4.04;Expenses;DEBIT_CARD;Debit card;Кафе;2022-03-03 14:30:50;;;;0;false;;;1001;false
Revolut;Restaurant, fast-food;BGN;-27.18;-27.18;Expenses;DEBIT_CARD;Debit card;Takeaway;2022-03-02 19:30:16;;;;0;false;;;1001;false
Raiffeisenbank;Fuel;BGN;-164.43;-164.43;Expenses;DEBIT_CARD;Debit card;;2022-03-02 15:00:47;;;;0;false;;;5000;false
Cash;Vehicle insurance;BGN;-55.00;-55.00;Expenses;CASH;Cash;Преглед а6;2022-03-02 12:00:00;;;;0;false;;;5010;false
Cash;Vehicle insurance;BGN;-222.00;-222.00;Expenses;CASH;Cash;Данък а6;2022-03-02 12:00:00;;;;0;false;;;5010;false
Revolut;Software, apps, games;BGN;-13.69;-13.69;Expenses;DEBIT_CARD;Debit card;Spotify;2022-03-02 12:00:00;;;;0;false;;;7003;false
Revolut;Phone, cell phone;BGN;-30.06;-30.06;Expenses;DEBIT_CARD;Debit card;Теленор;2022-03-02 12:00:00;;;;0;false;;;7001;false
Revolut;Groceries;BGN;-38.70;-38.70;Expenses;DEBIT_CARD;Debit card;;2022-03-02 11:30:07;;;;0;false;;;1000;false
Raiffeisenbank;Charges, Fees;BGN;-1.30;-1.30;Expenses;DEBIT_CARD;Debit card;Такса друг банкомат;2022-03-02 10:00:49;;;;0;false;;;8005;false
Cash;TRANSFER;BGN;400.00;400.00;Income;DEBIT_CARD;Debit card;;2022-03-02 10:00:19;;;;0;true;;;20001;false
Raiffeisenbank;TRANSFER;BGN;-400.00;-400.00;Expenses;DEBIT_CARD;Debit card;;2022-03-02 10:00:19;;;;0;true;;;20001;false
Revolut;Charges, Fees;BGN;-2.00;-2.00;Expenses;DEBIT_CARD;Debit card;ePay такса;2022-03-02 08:00:26;;;;0;false;;;8005;false
Revolut;Restaurant, fast-food;BGN;-22.76;-22.76;Expenses;DEBIT_CARD;Debit card;Takeaway;2022-03-01 20:30:17;;;;0;false;;;1001;false
Revolut;Shopping;BGN;-8.15;-8.15;Expenses;DEBIT_CARD;Debit card;Мартеници;2022-03-01 12:00:45;;;;0;false;;;2010;false
Cash;Shopping;BGN;-5.00;-5.00;Expenses;DEBIT_CARD;Debit card;Мартеници;2022-03-01 12:00:21;;;;0;false;;;2010;false
Cash;TRANSFER;BGN;100.00;100.00;Income;DEBIT_CARD;Debit card;;2022-03-01 12:00:07;;;;0;true;;;20001;false
Revolut;TRANSFER;BGN;-100.00;-100.00;Expenses;DEBIT_CARD;Debit card;;2022-03-01 12:00:07;;;;0;true;;;20001;false
Cash;Bar, cafe;BGN;-2.00;-2.00;Expenses;DEBIT_CARD;Debit card;Кафе;2022-03-01 10:30:35;;;;0;false;;;1002;false
Raiffeisenbank;Charges, Fees;BGN;-3.50;-3.50;Expenses;DEBIT_CARD;Debit card;Поддръжка на сметка;2022-02-28 12:00:00;;;;0;false;;;8005;false
Raiffeisenbank;GF;BGN;-39.42;-39.42;Expenses;DEBIT_CARD;Debit card;Грейка Елито;2022-02-28 12:00:00;;;;0;false;;;2007;true
Raiffeisenbank;Salary, income;BGN;5117.94;5117.94;Income;DEBIT_CARD;Debit card;Заплата;2022-02-28 12:00:00;;;;0;false;;;10000;true
Revolut;GF;BGN;40.00;40.00;Income;DEBIT_CARD;Debit card;Грейка Елито;2022-02-28 12:00:00;;;;0;false;;;2007;true
Revolut;Kids;BGN;-34.28;-34.28;Expenses;DEBIT_CARD;Debit card;Пробиотик, крем за крусти;2022-02-28 11:30:00;;;;0;false;;;2003;false
Revolut;Groceries;BGN;-36.08;-36.08;Expenses;DEBIT_CARD;Debit card;;2022-02-28 11:30:00;;;;0;false;;;1000;false
Cash;Active sport, fitness;BGN;-4.00;-4.00;Expenses;CASH;Cash;Плуване такса - басейн Делфини;2022-02-28 10:00:00;;;;0;false;;;6002;false
Raiffeisenbank;TRANSFER;BGN;-300.00;-300.00;Expenses;DEBIT_CARD;Debit card;;2022-02-27 20:05:08;;;;0;true;;;20001;false
Revolut;TRANSFER;BGN;300.00;300.00;Income;DEBIT_CARD;Debit card;;2022-02-27 20:05:08;;;;0;true;;;20001;false
Cash;Kids;BGN;-25.00;-25.00;Expenses;DEBIT_CARD;Debit card;Слинг;2022-02-27 19:00:27;;;;0;false;;;2003;false
Revolut;Restaurant, fast-food;BGN;-20.00;-20.00;Expenses;DEBIT_CARD;Debit card;Магнолия;2022-02-27 18:00:22;;;;0;false;;;1001;false
Revolut;Restaurant, fast-food;BGN;-34.75;-34.75;Expenses;DEBIT_CARD;Debit card;Галакси ресторант;2022-02-27 15:00:22;;;;0;false;;;1001;false
Revolut;Active sport, fitness;BGN;-52.10;-52.10;Expenses;DEBIT_CARD;Debit card;Очила и шорти за плуване;2022-02-27 14:00:49;;;;0;false;;;6002;false
Raiffeisenbank;Active sport, fitness;BGN;-25.80;-25.80;Expenses;DEBIT_CARD;Debit card;Очила и шапка за плуване;2022-02-26 16:00:49;;;;0;false;;;6002;false
Revolut;Vehicle maintenance;BGN;-5.99;-5.99;Expenses;DEBIT_CARD;Debit card;Течност за чистачки;2022-02-26 15:30:16;;;;0;false;;;5002;false
Revolut;Groceries;BGN;-10.05;-10.05;Expenses;DEBIT_CARD;Debit card;;2022-02-26 14:00:09;;;;0;false;;;1000;false
Revolut;Restaurant, fast-food;BGN;-14.54;-14.54;Expenses;DEBIT_CARD;Debit card;Закуски, соленки;2022-02-25 11:00:51;;;;0;false;;;1001;false
Revolut;Bar, cafe;BGN;-6.60;-6.60;Expenses;DEBIT_CARD;Debit card;Кафе;2022-02-25 11:00:04;;;;0;false;;;1002;false
Cash;Charges, Fees;BGN;-30.00;-30.00;Expenses;DEBIT_CARD;Debit card;Такса услуги Алианц;2022-02-25 10:00:22;;;;0;false;;;8005;false
Cash;TRANSFER;BGN;50.00;50.00;Income;DEBIT_CARD;Debit card;;2022-02-25 10:00:06;;;;0;true;;;20001;false
Revolut;TRANSFER;BGN;-50.00;-50.00;Expenses;DEBIT_CARD;Debit card;;2022-02-25 10:00:06;;;;0;true;;;20001;false
Revolut;Groceries;BGN;-10.10;-10.10;Expenses;DEBIT_CARD;Debit card;;2022-02-24 20:00:37;;;;0;false;;;1000;false
Cash;Bar, cafe;BGN;-3.00;-3.00;Expenses;DEBIT_CARD;Debit card;Кафе;2022-02-24 10:00:23;;;;0;false;;;1002;false
Raiffeisenbank;Groceries;BGN;-67.86;-67.86;Expenses;DEBIT_CARD;Debit card;;2022-02-23 21:00:59;;;;0;false;;;1000;false
Cash;Restaurant, fast-food;BGN;-10.00;-10.00;Expenses;DEBIT_CARD;Debit card;Дюнер;2022-02-23 16:00:20;;;;0;false;;;1001;false
Revolut;Restaurant, fast-food;BGN;-8.99;-8.99;Expenses;DEBIT_CARD;Debit card;Нутрио;2022-02-23 16:00:02;;;;0;false;;;1001;false
Cash;Health care, doctor;BGN;-3.00;-3.00;Expenses;DEBIT_CARD;Debit card;Такса поликлиника;2022-02-23 15:22:21;;;;0;false;;;6000;false
Raiffeisenbank;Charges, Fees;BGN;-70.00;-70.00;Expenses;DEBIT_CARD;Debit card;Фишове;2022-02-23 11:00:16;;;;0;false;;;8005;false
Cash;Bar, cafe;BGN;-10.00;-10.00;Expenses;DEBIT_CARD;Debit card;Кафе;2022-02-23 11:00:07;;;;0;false;;;1002;false
Cash;Parking;BGN;-2.00;-2.00;Expenses;DEBIT_CARD;Debit card;Паркинг терапията;2022-02-22 15:30:12;;;;0;false;;;5001;false
Cash;Restaurant, fast-food;BGN;-16.00;-16.00;Expenses;DEBIT_CARD;Debit card;Амичи;2022-02-22 12:00:51;;;;0;false;;;1001;false
Raiffeisenbank;GF;BGN;-35.17;-35.17;Expenses;DEBIT_CARD;Debit card;Книга с рецепти;2022-02-22 10:30:41;;;;0;false;;;2007;true
Raiffeisenbank;Vape;BGN;-192.05;-192.05;Expenses;DEBIT_CARD;Debit card;Pulse AIO, Recurve Rda;2022-02-22 10:30:03;;;;0;false;;;6011;true
Raiffeisenbank;Groceries;BGN;-6.87;-6.87;Expenses;DEBIT_CARD;Debit card;;2022-02-21 22:41:30;;;;0;false;;;1000;false
Raiffeisenbank;TRANSFER;BGN;-300.00;-300.00;Expenses;DEBIT_CARD;Debit card;;2022-02-21 22:41:13;;;;0;true;;;20001;false
Revolut;TRANSFER;BGN;300.00;300.00;Income;DEBIT_CARD;Debit card;;2022-02-21 22:41:13;;;;0;true;;;20001;false
Revolut;GF;BGN;-40.00;-40.00;Expenses;DEBIT_CARD;Debit card;;2022-02-21 12:00:30;;;;0;false;;;2007;true
Revolut;GF;BGN;-2.65;-2.65;Expenses;DEBIT_CARD;Debit card;Чорапи с панди;2022-02-20 23:00:02;;;;0;false;;;2007;true
Cash;Restaurant, fast-food;BGN;-5.00;-5.00;Expenses;CASH;Cash;Бакшиш Happy;2022-02-20 19:30:00;;;;0;false;;;1001;false
Cash;Parking;BGN;-3.00;-3.00;Expenses;CASH;Cash;Паркинг морска гара;2022-02-20 19:30:00;;;;0;false;;;5001;false
Revolut;Restaurant, fast-food;BGN;-44.54;-44.54;Expenses;DEBIT_CARD;Debit card;Happy;2022-02-20 19:30:00;;;;0;false;;;1001;false
Revolut;Kids;BGN;-24.00;-24.00;Expenses;DEBIT_CARD;Debit card;Дрехи за Викито - пепко;2022-02-20 17:30:00;;;;0;false;;;2003;false
Revolut;Shopping;BGN;-33.50;-33.50;Expenses;DEBIT_CARD;Debit card;Пепко - домашни потреби - кутия за ел. цигари, кутия за кафе, подложки за хранене, подложки за чаши;2022-02-20 17:30:00;;;;0;false;;;2010;false
Revolut;Restaurant, fast-food;BGN;-3.50;-3.50;Expenses;DEBIT_CARD;Debit card;Вода, студен чай;2022-02-20 17:00:00;;;;0;false;;;1001;false
Revolut;Clothes & shoes;BGN;-39.98;-39.98;Expenses;DEBIT_CARD;Debit card;Два анцунга LC Waikiki;2022-02-20 16:00:00;;;;0;false;;;2000;false
